Time	Ir	iD	Vd	Vl	Voi	Vi	Vr
0.01177	0.0106211	-9.62008e-008	-0.96237	-0.0106212	-1.06212e-007	-0.96237	0.0106211
0.01178	0.0105154	-9.63118e-008	-0.963387	-0.0105156	-1.05155e-007	-0.963388	0.0105154
0.01179	0.0104108	-9.64784e-008	-0.964391	-0.0104109	-1.04109e-007	-0.964391	0.0104108
0.0118	0.0103072	-9.65339e-008	-0.965382	-0.0103073	-1.03073e-007	-0.965382	0.0103072
0.01181	0.0102047	-9.65894e-008	-0.966358	-0.0102048	-1.02048e-007	-0.966358	0.0102047
0.01182	0.0101031	-9.67004e-008	-0.967321	-0.0101032	-1.01032e-007	-0.967321	0.0101031
0.01183	0.0100026	-9.68114e-008	-0.96827	-0.0100027	-1.00027e-007	-0.96827	0.0100026
0.01184	0.00990306	-9.69225e-008	-0.969205	-0.00990317	-9.90316e-008	-0.969205	0.00990306
0.01185	0.00980452	-9.6978e-008	-0.970126	-0.00980463	-9.80462e-008	-0.970127	0.00980452
0.01186	0.00970696	-9.70335e-008	-0.971034	-0.00970707	-9.70706e-008	-0.971034	0.00970696
0.01187	0.00961037	-9.72555e-008	-0.971928	-0.00961048	-9.61047e-008	-0.971928	0.00961037
0.01188	0.00951475	-9.72555e-008	-0.972808	-0.00951485	-9.51484e-008	-0.972808	0.00951475
0.01189	0.00942007	-9.7311e-008	-0.973674	-0.00942018	-9.42017e-008	-0.973674	0.00942007
0.0119	0.00932634	-9.73666e-008	-0.974527	-0.00932644	-9.32644e-008	-0.974527	0.00932634
0.01191	0.00923354	-9.75331e-008	-0.975365	-0.00923364	-9.23364e-008	-0.975365	0.00923354
0.01192	0.00914166	-9.76996e-008	-0.97619	-0.00914176	-9.14176e-008	-0.97619	0.00914166
0.01193	0.0090507	-9.75886e-008	-0.977001	-0.0090508	-9.0508e-008	-0.977001	0.0090507
0.01194	0.00896064	-9.77551e-008	-0.977798	-0.00896074	-8.96074e-008	-0.977798	0.00896064
0.01195	0.00887148	-9.77551e-008	-0.978581	-0.00887158	-8.87158e-008	-0.978581	0.00887148
0.01196	0.00878321	-9.79217e-008	-0.97935	-0.0087833	-8.7833e-008	-0.97935	0.00878321
0.01197	0.00869581	-9.80327e-008	-0.980105	-0.0086959	-8.69591e-008	-0.980105	0.00869581
0.01198	0.00860928	-9.81437e-008	-0.980846	-0.00860938	-8.60938e-008	-0.980847	0.00860928
0.01199	0.00852362	-9.81992e-008	-0.981574	-0.00852371	-8.52372e-008	-0.981574	0.00852362
0.012	0.0084388	-9.81992e-008	-0.982287	-0.0084389	-8.4389e-008	-0.982287	0.0084388
0.01201	0.00835484	-9.81992e-008	-0.982987	-0.00835493	-8.35493e-008	-0.982987	0.00835484
0.01202	0.0082717	-9.84768e-008	-0.983672	-0.00827179	-8.2718e-008	-0.983672	0.0082717
0.01203	0.0081894	-9.84768e-008	-0.984344	-0.00818949	-8.18949e-008	-0.984344	0.0081894
0.01204	0.00810791	-9.84213e-008	-0.985001	-0.008108	-8.10801e-008	-0.985001	0.00810791
0.01205	0.00802723	-9.85323e-008	-0.985645	-0.00802732	-8.02733e-008	-0.985645	0.00802723
0.01206	0.00794736	-9.86433e-008	-0.986274	-0.00794744	-7.94746e-008	-0.986274	0.00794736
0.01207	0.00786828	-9.87543e-008	-0.986889	-0.00786836	-7.86838e-008	-0.98689	0.00786828
0.01208	0.00778999	-9.86988e-008	-0.987491	-0.00779007	-7.79008e-008	-0.987491	0.00778999
0.01209	0.00771247	-9.88098e-008	-0.988078	-0.00771256	-7.71257e-008	-0.988078	0.00771247
0.0121	0.00763573	-9.88654e-008	-0.988652	-0.00763582	-7.63583e-008	-0.988652	0.00763573
0.01211	0.00755975	-9.88654e-008	-0.989211	-0.00755984	-7.55985e-008	-0.989211	0.00755975
0.01212	0.00748453	-9.89764e-008	-0.989756	-0.00748461	-7.48463e-008	-0.989756	0.00748453
0.01213	0.00741006	-9.89764e-008	-0.990287	-0.00741014	-7.41016e-008	-0.990287	0.00741006
0.01214	0.00733632	-9.91429e-008	-0.990805	-0.0073364	-7.33642e-008	-0.990805	0.00733632
0.01215	0.00726332	-9.90319e-008	-0.991308	-0.0072634	-7.26342e-008	-0.991308	0.00726333
0.01216	0.00719105	-9.91429e-008	-0.991796	-0.00719113	-7.19115e-008	-0.991797	0.00719105
0.01217	0.0071195	-9.92539e-008	-0.992271	-0.00711958	-7.1196e-008	-0.992271	0.0071195
0.01218	0.00704866	-9.92539e-008	-0.992732	-0.00704873	-7.04876e-008	-0.992732	0.00704866
0.01219	0.00697852	-9.92539e-008	-0.993179	-0.0069786	-6.97862e-008	-0.993179	0.00697852
0.0122	0.00690908	-9.93094e-008	-0.993611	-0.00690916	-6.90918e-008	-0.993611	0.00690908
0.01221	0.00684033	-9.9365e-008	-0.99403	-0.00684041	-6.84043e-008	-0.99403	0.00684033
0.01222	0.00677227	-9.94205e-008	-0.994434	-0.00677234	-6.77237e-008	-0.994434	0.00677227
0.01223	0.00670488	-9.95315e-008	-0.994824	-0.00670496	-6.70498e-008	-0.994824	0.00670488
0.01224	0.00663817	-9.9476e-008	-0.9952	-0.00663824	-6.63827e-008	-0.9952	0.00663817
0.01225	0.00657212	-9.94205e-008	-0.995562	-0.00657219	-6.57222e-008	-0.995562	0.00657212
0.01226	0.00650672	-9.9476e-008	-0.99591	-0.00650679	-6.50682e-008	-0.99591	0.00650672
0.01227	0.00644198	-9.9587e-008	-0.996243	-0.00644205	-6.44208e-008	-0.996243	0.00644198
0.01228	0.00637788	-9.96425e-008	-0.996563	-0.00637795	-6.37798e-008	-0.996563	0.00637788
0.01229	0.00631441	-9.9587e-008	-0.996868	-0.00631448	-6.31451e-008	-0.996868	0.00631441
0.0123	0.00625158	-9.97535e-008	-0.997159	-0.00625165	-6.25168e-008	-0.997159	0.00625158
0.01231	0.00618938	-9.96425e-008	-0.997436	-0.00618945	-6.18948e-008	-0.997436	0.00618938
0.01232	0.00612779	-9.97535e-008	-0.997698	-0.00612786	-6.12789e-008	-0.997699	0.00612779
0.01233	0.00606682	-9.9698e-008	-0.997947	-0.00606688	-6.06692e-008	-0.997947	0.00606682
0.01234	0.00600645	-9.9809e-008	-0.998181	-0.00600652	-6.00655e-008	-0.998181	0.00600645
0.01235	0.00594668	-9.9809e-008	-0.998401	-0.00594675	-5.94678e-008	-0.998402	0.00594668
0.01236	0.00588751	-9.9809e-008	-0.998607	-0.00588758	-5.88761e-008	-0.998608	0.00588751
0.01237	0.00582893	-9.99201e-008	-0.998799	-0.00582899	-5.82903e-008	-0.998799	0.00582893
0.01238	0.00577093	-9.99201e-008	-0.998977	-0.00577099	-5.77103e-008	-0.998977	0.00577093
0.01239	0.00571351	-9.9809e-008	-0.99914	-0.00571357	-5.71361e-008	-0.99914	0.00571351
0.0124	0.00565666	-9.98646e-008	-0.999289	-0.00565672	-5.65676e-008	-0.999289	0.00565666
0.01241	0.00560037	-9.99201e-008	-0.999424	-0.00560043	-5.60047e-008	-0.999424	0.00560037
0.01242	0.00554464	-9.98646e-008	-0.999545	-0.00554471	-5.54474e-008	-0.999545	0.00554464
0.01243	0.00548947	-9.99756e-008	-0.999652	-0.00548953	-5.48957e-008	-0.999652	0.00548947
0.01244	0.00543485	-9.99201e-008	-0.999744	-0.00543491	-5.43495e-008	-0.999744	0.00543485
0.01245	0.00538077	-1.00031e-007	-0.999822	-0.00538083	-5.38087e-008	-0.999822	0.00538077
0.01246	0.00532723	-1.00031e-007	-0.999886	-0.00532729	-5.32733e-008	-0.999886	0.00532723
0.01247	0.00527422	-9.99201e-008	-0.999936	-0.00527428	-5.27432e-008	-0.999936	0.00527422
0.01248	0.00522174	-9.98646e-008	-0.999972	-0.0052218	-5.22184e-008	-0.999972	0.00522174
0.01249	0.00516979	-9.99201e-008	-0.999993	-0.00516984	-5.16989e-008	-0.999993	0.00516979
0.0125	0.00511834	-1.00031e-007	-1	-0.0051184	-5.11844e-008	-1	0.00511834
0.01251	0.00506741	-1.00031e-007	-0.999993	-0.00506747	-5.06751e-008	-0.999993	0.00506741
0.01252	0.00501699	-1.00087e-007	-0.999972	-0.00501705	-5.01709e-008	-0.999972	0.00501699
0.01253	0.00496707	-9.98646e-008	-0.999936	-0.00496713	-4.96717e-008	-0.999936	0.00496707
0.01254	0.00491765	-9.9809e-008	-0.999886	-0.0049177	-4.91775e-008	-0.999886	0.00491765
0.01255	0.00486871	-9.99756e-008	-0.999822	-0.00486877	-4.86881e-008	-0.999822	0.00486871
0.01256	0.00482027	-9.99201e-008	-0.999744	-0.00482032	-4.82037e-008	-0.999744	0.00482027
0.01257	0.00477231	-9.99756e-008	-0.999652	-0.00477236	-4.77241e-008	-0.999652	0.00477231
0.01258	0.00472482	-9.99756e-008	-0.999545	-0.00472487	-4.72492e-008	-0.999545	0.00472482
0.01259	0.00467781	-9.99201e-008	-0.999424	-0.00467786	-4.67791e-008	-0.999424	0.00467781
0.0126	0.00463126	-9.99756e-008	-0.999289	-0.00463131	-4.63136e-008	-0.999289	0.00463126
0.01261	0.00458518	-9.99756e-008	-0.99914	-0.00458523	-4.58528e-008	-0.99914	0.00458518
0.01262	0.00453955	-9.98646e-008	-0.998977	-0.0045396	-4.53965e-008	-0.998977	0.00453955
0.01263	0.00449438	-9.98646e-008	-0.998799	-0.00449443	-4.49448e-008	-0.998799	0.00449438
0.01264	0.00444966	-9.9809e-008	-0.998607	-0.00444971	-4.44976e-008	-0.998608	0.00444966
0.01265	0.00440539	-9.98646e-008	-0.998402	-0.00440544	-4.40549e-008	-0.998402	0.00440539
0.01266	0.00436155	-9.97535e-008	-0.998181	-0.0043616	-4.36165e-008	-0.998181	0.00436155
0.01267	0.00431815	-9.9809e-008	-0.997947	-0.0043182	-4.31825e-008	-0.997947	0.00431815
0.01268	0.00427519	-9.9698e-008	-0.997698	-0.00427523	-4.27529e-008	-0.997699	0.00427519
0.01269	0.00423265	-9.97535e-008	-0.997436	-0.00423269	-4.23275e-008	-0.997436	0.00423265
0.0127	0.00419053	-9.97535e-008	-0.997159	-0.00419058	-4.19063e-008	-0.997159	0.00419053
0.01271	0.00414883	-9.96425e-008	-0.996868	-0.00414888	-4.14893e-008	-0.996868	0.00414883
0.01272	0.00410755	-9.9587e-008	-0.996563	-0.00410759	-4.10765e-008	-0.996563	0.00410755
0.01273	0.00406668	-9.9587e-008	-0.996243	-0.00406672	-4.06678e-008	-0.996243	0.00406668
0.01274	0.00402621	-9.95315e-008	-0.99591	-0.00402626	-4.02631e-008	-0.99591	0.00402621
0.01275	0.00398615	-9.95315e-008	-0.995562	-0.00398619	-3.98625e-008	-0.995562	0.00398615
0.01276	0.00394649	-9.9476e-008	-0.9952	-0.00394653	-3.94659e-008	-0.9952	0.00394649
0.01277	0.00390722	-9.9476e-008	-0.994824	-0.00390726	-3.90732e-008	-0.994824	0.00390722
0.01278	0.00386834	-9.94205e-008	-0.994434	-0.00386838	-3.86844e-008	-0.994434	0.00386834
0.01279	0.00382985	-9.9365e-008	-0.99403	-0.00382989	-3.82995e-008	-0.99403	0.00382985
0.0128	0.00379174	-9.93094e-008	-0.993611	-0.00379178	-3.79184e-008	-0.993611	0.00379174
0.01281	0.00375401	-9.92539e-008	-0.993179	-0.00375405	-3.75411e-008	-0.993179	0.00375401
0.01282	0.00371666	-9.91984e-008	-0.992732	-0.0037167	-3.71676e-008	-0.992732	0.00371666
0.01283	0.00367968	-9.91984e-008	-0.992271	-0.00367972	-3.67977e-008	-0.992271	0.00367968
0.01284	0.00364306	-9.91429e-008	-0.991797	-0.0036431	-3.64316e-008	-0.991797	0.00364306
0.01285	0.00360681	-9.90319e-008	-0.991308	-0.00360685	-3.60691e-008	-0.991308	0.00360681
0.01286	0.00357092	-9.90874e-008	-0.990805	-0.00357096	-3.57102e-008	-0.990805	0.00357092
0.01287	0.00353539	-9.89764e-008	-0.990287	-0.00353543	-3.53549e-008	-0.990287	0.00353539
0.01288	0.00350021	-9.89764e-008	-0.989756	-0.00350025	-3.50031e-008	-0.989756	0.00350021
0.01289	0.00346538	-9.88654e-008	-0.989211	-0.00346542	-3.46548e-008	-0.989211	0.00346538
0.0129	0.0034309	-9.89209e-008	-0.988652	-0.00343094	-3.431e-008	-0.988652	0.0034309
0.01291	0.00339676	-9.88098e-008	-0.988078	-0.0033968	-3.39686e-008	-0.988078	0.00339676
0.01292	0.00336296	-9.86988e-008	-0.987491	-0.003363	-3.36306e-008	-0.987491	0.00336296
0.01293	0.0033295	-9.86433e-008	-0.98689	-0.00332954	-3.3296e-008	-0.98689	0.0033295
0.01294	0.00329637	-9.85323e-008	-0.986274	-0.00329641	-3.29647e-008	-0.986274	0.00329637
0.01295	0.00326357	-9.84213e-008	-0.985645	-0.00326361	-3.26367e-008	-0.985645	0.00326357
0.01296	0.0032311	-9.84213e-008	-0.985001	-0.00323113	-3.2312e-008	-0.985001	0.0032311
0.01297	0.00319895	-9.83658e-008	-0.984344	-0.00319898	-3.19905e-008	-0.984344	0.00319895
0.01298	0.00316712	-9.84213e-008	-0.983672	-0.00316715	-3.16722e-008	-0.983672	0.00316712
0.01299	0.0031356	-9.83658e-008	-0.982987	-0.00313564	-3.1357e-008	-0.982987	0.0031356
0.013	0.0031044	-9.81992e-008	-0.982287	-0.00310444	-3.1045e-008	-0.982287	0.0031044
0.01301	0.00307351	-9.81992e-008	-0.981574	-0.00307355	-3.07361e-008	-0.981574	0.00307351
0.01302	0.00304293	-9.79772e-008	-0.980846	-0.00304296	-3.04303e-008	-0.980847	0.00304293
0.01303	0.00301265	-9.80327e-008	-0.980105	-0.00301268	-3.01275e-008	-0.980105	0.00301265
0.01304	0.00298267	-9.79217e-008	-0.97935	-0.00298271	-2.98277e-008	-0.97935	0.00298267
0.01305	0.002953	-9.78106e-008	-0.978581	-0.00295303	-2.95309e-008	-0.978581	0.002953
0.01306	0.00292361	-9.77551e-008	-0.977798	-0.00292364	-2.92371e-008	-0.977798	0.00292361
0.01307	0.00289452	-9.76441e-008	-0.977001	-0.00289455	-2.89462e-008	-0.977001	0.00289452
0.01308	0.00286572	-9.76441e-008	-0.97619	-0.00286575	-2.86582e-008	-0.97619	0.00286572
0.01309	0.00283721	-9.75331e-008	-0.975365	-0.00283724	-2.8373e-008	-0.975365	0.00283721
0.0131	0.00280897	-9.73666e-008	-0.974527	-0.00280901	-2.80907e-008	-0.974527	0.00280897
0.01311	0.00278102	-9.73666e-008	-0.973674	-0.00278105	-2.78112e-008	-0.973674	0.00278102
0.01312	0.00275335	-9.71445e-008	-0.972808	-0.00275338	-2.75345e-008	-0.972808	0.00275335
0.01313	0.00272595	-9.71445e-008	-0.971928	-0.00272598	-2.72605e-008	-0.971928	0.00272595
0.01314	0.00269883	-9.7089e-008	-0.971034	-0.00269886	-2.69893e-008	-0.971034	0.00269883
0.01315	0.00267198	-9.7089e-008	-0.970127	-0.00267201	-2.67207e-008	-0.970127	0.00267198
0.01316	0.00264539	-9.69225e-008	-0.969205	-0.00264542	-2.64549e-008	-0.969205	0.00264539
0.01317	0.00261907	-9.68114e-008	-0.96827	-0.0026191	-2.61916e-008	-0.96827	0.00261907
0.01318	0.00259301	-9.67004e-008	-0.967321	-0.00259303	-2.5931e-008	-0.967321	0.00259301
0.01319	0.0025672	-9.66449e-008	-0.966358	-0.00256723	-2.5673e-008	-0.966358	0.0025672
0.0132	0.00254166	-9.65894e-008	-0.965382	-0.00254169	-2.54176e-008	-0.965382	0.00254166
0.01321	0.00251637	-9.64784e-008	-0.964391	-0.0025164	-2.51647e-008	-0.964391	0.00251637
0.01322	0.00249133	-9.63674e-008	-0.963387	-0.00249136	-2.49143e-008	-0.963388	0.00249133
0.01323	0.00246654	-9.62008e-008	-0.96237	-0.00246657	-2.46664e-008	-0.96237	0.00246654
0.01324	0.002442	-9.60898e-008	-0.961339	-0.00244203	-2.44209e-008	-0.961339	0.002442
0.01325	0.0024177	-9.60343e-008	-0.960294	-0.00241773	-2.4178e-008	-0.960294	0.0024177
0.01326	0.00239364	-9.58678e-008	-0.959235	-0.00239367	-2.39374e-008	-0.959235	0.00239364
0.01327	0.00236982	-9.58122e-008	-0.958163	-0.00236985	-2.36992e-008	-0.958163	0.00236982
0.01328	0.00234624	-9.57567e-008	-0.957077	-0.00234627	-2.34634e-008	-0.957077	0.00234624
0.01329	0.0023229	-9.54792e-008	-0.955978	-0.00232292	-2.32299e-008	-0.955978	0.0023229
0.0133	0.00229978	-9.53682e-008	-0.954865	-0.00229981	-2.29988e-008	-0.954865	0.00229978
0.01331	0.0022769	-9.53126e-008	-0.953738	-0.00227693	-2.277e-008	-0.953738	0.0022769
0.01332	0.00225424	-9.53126e-008	-0.952598	-0.00225427	-2.25434e-008	-0.952598	0.00225424
0.01333	0.00223181	-9.52016e-008	-0.951444	-0.00223184	-2.23191e-008	-0.951444	0.00223181
0.01334	0.00220961	-9.49796e-008	-0.950277	-0.00220963	-2.2097e-008	-0.950277	0.00220961
0.01335	0.00218762	-9.49241e-008	-0.949096	-0.00218764	-2.18772e-008	-0.949096	0.00218762
0.01336	0.00216585	-9.4813e-008	-0.947902	-0.00216588	-2.16595e-008	-0.947902	0.00216585
0.01337	0.0021443	-9.4591e-008	-0.946694	-0.00214433	-2.1444e-008	-0.946694	0.0021443
0.01338	0.00212297	-9.448e-008	-0.945473	-0.00212299	-2.12306e-008	-0.945473	0.00212297
0.01339	0.00210184	-9.4369e-008	-0.944239	-0.00210186	-2.10194e-008	-0.944239	0.00210184
0.0134	0.00208093	-9.42579e-008	-0.942991	-0.00208095	-2.08102e-008	-0.942991	0.00208093
0.01341	0.00206022	-9.40359e-008	-0.941729	-0.00206024	-2.06032e-008	-0.941729	0.00206022
0.01342	0.00203972	-9.41469e-008	-0.940454	-0.00203974	-2.03982e-008	-0.940454	0.00203972
0.01343	0.00201943	-9.39804e-008	-0.939166	-0.00201945	-2.01952e-008	-0.939166	0.00201943
0.01344	0.00199933	-9.37028e-008	-0.937865	-0.00199935	-1.99943e-008	-0.937865	0.00199933
0.01345	0.00197944	-9.34808e-008	-0.93655	-0.00197946	-1.97953e-008	-0.93655	0.00197944
0.01346	0.00195974	-9.34808e-008	-0.935222	-0.00195976	-1.95983e-008	-0.935222	0.00195974
0.01347	0.00194024	-9.33698e-008	-0.93388	-0.00194026	-1.94033e-008	-0.93388	0.00194024
0.01348	0.00192093	-9.31477e-008	-0.932526	-0.00192096	-1.92103e-008	-0.932526	0.00192093
0.01349	0.00190182	-9.30922e-008	-0.931158	-0.00190184	-1.90191e-008	-0.931158	0.00190182
0.0135	0.0018829	-9.29812e-008	-0.929776	-0.00188292	-1.88299e-008	-0.929776	0.0018829
0.01351	0.00186416	-9.28146e-008	-0.928382	-0.00186418	-1.86425e-008	-0.928382	0.00186416
0.01352	0.00184561	-9.27036e-008	-0.926974	-0.00184563	-1.84571e-008	-0.926974	0.00184561
0.01353	0.00182725	-9.25926e-008	-0.925554	-0.00182727	-1.82734e-008	-0.925554	0.00182725
0.01354	0.00180907	-9.24261e-008	-0.92412	-0.00180909	-1.80916e-008	-0.92412	0.00180907
0.01355	0.00179107	-9.2315e-008	-0.922673	-0.00179109	-1.79116e-008	-0.922673	0.00179107
0.01356	0.00177324	-9.20375e-008	-0.921213	-0.00177326	-1.77334e-008	-0.921213	0.00177324
0.01357	0.0017556	-9.1871e-008	-0.919739	-0.00175562	-1.75569e-008	-0.919739	0.0017556
0.01358	0.00173813	-9.17599e-008	-0.918253	-0.00173815	-1.73822e-008	-0.918253	0.00173813
0.01359	0.00172084	-9.17599e-008	-0.916754	-0.00172085	-1.72093e-008	-0.916754	0.00172084
0.0136	0.00170371	-9.14824e-008	-0.915241	-0.00170373	-1.7038e-008	-0.915241	0.00170371
0.01361	0.00168676	-9.14269e-008	-0.913716	-0.00168678	-1.68685e-008	-0.913716	0.00168676
0.01362	0.00166998	-9.12048e-008	-0.912177	-0.00166999	-1.67007e-008	-0.912177	0.00166998
0.01363	0.00165336	-9.10938e-008	-0.910626	-0.00165338	-1.65345e-008	-0.910626	0.00165336
0.01364	0.00163691	-9.08162e-008	-0.909062	-0.00163693	-1.637e-008	-0.909062	0.00163691
0.01365	0.00162062	-9.06497e-008	-0.907484	-0.00162064	-1.62071e-008	-0.907484	0.00162062
0.01366	0.00160449	-9.05387e-008	-0.905894	-0.00160451	-1.60458e-008	-0.905894	0.00160449
0.01367	0.00158853	-9.03722e-008	-0.904291	-0.00158855	-1.58862e-008	-0.904291	0.00158853
0.01368	0.00157272	-9.02056e-008	-0.902675	-0.00157274	-1.57281e-008	-0.902675	0.00157272
0.01369	0.00155707	-9.00391e-008	-0.901047	-0.00155709	-1.55716e-008	-0.901047	0.00155707
0.0137	0.00154158	-8.9817e-008	-0.899405	-0.0015416	-1.54167e-008	-0.899405	0.00154158
0.01371	0.00152624	-8.97615e-008	-0.897751	-0.00152626	-1.52633e-008	-0.897751	0.00152624
0.01372	0.00151105	-8.9595e-008	-0.896084	-0.00151107	-1.51114e-008	-0.896084	0.00151105
0.01373	0.00149602	-8.94285e-008	-0.894404	-0.00149603	-1.49611e-008	-0.894404	0.00149602
0.01374	0.00148113	-8.9373e-008	-0.892712	-0.00148115	-1.48122e-008	-0.892712	0.00148113
0.01375	0.00146639	-8.90954e-008	-0.891007	-0.00146641	-1.46648e-008	-0.891007	0.00146639
0.01376	0.0014518	-8.88734e-008	-0.889289	-0.00145182	-1.45189e-008	-0.889289	0.0014518
0.01377	0.00143736	-8.85958e-008	-0.887558	-0.00143737	-1.43745e-008	-0.887558	0.00143736
0.01378	0.00142306	-8.86513e-008	-0.885815	-0.00142307	-1.42314e-008	-0.885815	0.00142306
0.01379	0.0014089	-8.84293e-008	-0.884059	-0.00140891	-1.40898e-008	-0.884059	0.0014089
0.0138	0.00139488	-8.80962e-008	-0.882291	-0.00139489	-1.39496e-008	-0.882291	0.00139488
0.01381	0.001381	-8.80407e-008	-0.88051	-0.00138101	-1.38108e-008	-0.88051	0.001381
0.01382	0.00136726	-8.79297e-008	-0.878717	-0.00136727	-1.36734e-008	-0.878717	0.00136726
0.01383	0.00135365	-8.77076e-008	-0.876911	-0.00135367	-1.35374e-008	-0.876911	0.00135365
0.01384	0.00134018	-8.75411e-008	-0.875093	-0.0013402	-1.34027e-008	-0.875093	0.00134018
0.01385	0.00132685	-8.72635e-008	-0.873262	-0.00132686	-1.32693e-008	-0.873262	0.00132685
0.01386	0.00131364	-8.7097e-008	-0.871419	-0.00131366	-1.31373e-008	-0.871419	0.00131364
0.01387	0.00130057	-8.70415e-008	-0.869564	-0.00130059	-1.30066e-008	-0.869564	0.00130057
0.01388	0.00128763	-8.67639e-008	-0.867696	-0.00128765	-1.28772e-008	-0.867696	0.00128763
0.01389	0.00127482	-8.65974e-008	-0.865816	-0.00127483	-1.27491e-008	-0.865816	0.00127482
0.0139	0.00126213	-8.64864e-008	-0.863923	-0.00126215	-1.26222e-008	-0.863923	0.00126213
0.01391	0.00124958	-8.61533e-008	-0.862019	-0.00124959	-1.24966e-008	-0.862019	0.00124958
0.01392	0.00123714	-8.60423e-008	-0.860102	-0.00123716	-1.23723e-008	-0.860102	0.00123714
0.01393	0.00122483	-8.58202e-008	-0.858172	-0.00122484	-1.22492e-008	-0.858172	0.00122483
0.01394	0.00121264	-8.55982e-008	-0.856231	-0.00121266	-1.21273e-008	-0.856231	0.00121264
0.01395	0.00120058	-8.53762e-008	-0.854277	-0.00120059	-1.20066e-008	-0.854277	0.00120058
0.01396	0.00118863	-8.52651e-008	-0.852312	-0.00118864	-1.18872e-008	-0.852312	0.00118863
0.01397	0.0011768	-8.50986e-008	-0.850334	-0.00117682	-1.17689e-008	-0.850334	0.0011768
0.01398	0.00116509	-8.4821e-008	-0.848344	-0.00116511	-1.16518e-008	-0.848344	0.00116509
0.01399	0.0011535	-8.4599e-008	-0.846342	-0.00115351	-1.15359e-008	-0.846342	0.0011535
0.014	0.00114202	-8.44325e-008	-0.844328	-0.00114204	-1.14211e-008	-0.844328	0.00114202
0.01401	0.00113066	-8.42104e-008	-0.842302	-0.00113067	-1.13074e-008	-0.842302	0.00113066
0.01402	0.00111941	-8.40439e-008	-0.840264	-0.00111942	-1.11949e-008	-0.840264	0.00111941
0.01403	0.00110827	-8.37663e-008	-0.838214	-0.00110828	-1.10836e-008	-0.838214	0.00110827
0.01404	0.00109724	-8.36553e-008	-0.836152	-0.00109726	-1.09733e-008	-0.836152	0.00109724
0.01405	0.00108633	-8.34888e-008	-0.834078	-0.00108634	-1.08641e-008	-0.834078	0.00108633
0.01406	0.00107552	-8.31557e-008	-0.831993	-0.00107553	-1.0756e-008	-0.831993	0.00107552
0.01407	0.00106481	-8.29892e-008	-0.829895	-0.00106483	-1.0649e-008	-0.829895	0.00106481
0.01408	0.00105422	-8.27671e-008	-0.827786	-0.00105423	-1.0543e-008	-0.827786	0.00105422
0.01409	0.00104373	-8.24896e-008	-0.825665	-0.00104374	-1.04381e-008	-0.825665	0.00104373
0.0141	0.00103334	-8.23785e-008	-0.823533	-0.00103336	-1.03343e-008	-0.823533	0.00103334
0.01411	0.00102306	-8.199e-008	-0.821388	-0.00102307	-1.02314e-008	-0.821388	0.00102306
0.01412	0.00101288	-8.18234e-008	-0.819232	-0.00101289	-1.01296e-008	-0.819232	0.00101288
0.01413	0.0010028	-8.16014e-008	-0.817064	-0.00100281	-1.00289e-008	-0.817064	0.0010028
0.01414	0.000992825	-8.15459e-008	-0.814885	-0.000992836	-9.92907e-009	-0.814885	0.000992825
0.01415	0.000982946	-8.11573e-008	-0.812694	-0.000982957	-9.83027e-009	-0.812694	0.000982946
0.01416	0.000973165	-8.09908e-008	-0.810492	-0.000973176	-9.73247e-009	-0.810492	0.000973165
0.01417	0.000963482	-8.08797e-008	-0.808278	-0.000963493	-9.63563e-009	-0.808278	0.000963482
0.01418	0.000953895	-8.06022e-008	-0.806052	-0.000953906	-9.53976e-009	-0.806052	0.000953895
0.01419	0.000944404	-8.03246e-008	-0.803815	-0.000944414	-9.44484e-009	-0.803815	0.000944404
0.0142	0.000935006	-8.01581e-008	-0.801567	-0.000935017	-9.35087e-009	-0.801567	0.000935006
0.01421	0.000925703	-7.99361e-008	-0.799307	-0.000925713	-9.25783e-009	-0.799307	0.000925703
0.01422	0.000916492	-7.9714e-008	-0.797036	-0.000916502	-9.16571e-009	-0.797036	0.000916492
0.01423	0.000907372	-7.94365e-008	-0.794754	-0.000907382	-9.07452e-009	-0.794754	0.000907372
0.01424	0.000898344	-7.91589e-008	-0.79246	-0.000898353	-8.98423e-009	-0.79246	0.000898344
0.01425	0.000889405	-7.89924e-008	-0.790155	-0.000889415	-8.89484e-009	-0.790155	0.000889405
0.01426	0.000880555	-7.87703e-008	-0.787839	-0.000880565	-8.80634e-009	-0.787839	0.000880555
0.01427	0.000871793	-7.85483e-008	-0.785511	-0.000871803	-8.71872e-009	-0.785511	0.000871793
0.01428	0.000863118	-7.81597e-008	-0.783173	-0.000863128	-8.63197e-009	-0.783173	0.000863118
0.01429	0.00085453	-7.81042e-008	-0.780823	-0.000854539	-8.54608e-009	-0.780823	0.00085453
0.0143	0.000846027	-7.78266e-008	-0.778462	-0.000846036	-8.46105e-009	-0.778462	0.000846027
0.01431	0.000837609	-7.74936e-008	-0.77609	-0.000837618	-8.37686e-009	-0.77609	0.000837609
0.01432	0.000829274	-7.74381e-008	-0.773708	-0.000829283	-8.29352e-009	-0.773708	0.000829274
0.01433	0.000821023	-7.71605e-008	-0.771314	-0.000821032	-8.211e-009	-0.771314	0.000821023
0.01434	0.000812853	-7.67719e-008	-0.768909	-0.000812862	-8.1293e-009	-0.768909	0.000812853
0.01435	0.000804765	-7.66054e-008	-0.766493	-0.000804774	-8.04842e-009	-0.766493	0.000804765
