Time	Ir	iD	Vd	Vl	Voi	Vi	Vr
0.02623	0.096498	-4.47142e-008	-0.447259	-0.0964991	-9.64981e-007	-0.44726	0.096498
0.02624	0.0955378	-4.50195e-008	-0.450627	-0.0955389	-9.55379e-007	-0.450628	0.0955378
0.02625	0.0945872	-4.54081e-008	-0.45399	-0.0945882	-9.45872e-007	-0.45399	0.0945872
0.02626	0.093646	-4.56857e-008	-0.457345	-0.093647	-9.36461e-007	-0.457346	0.093646
0.02627	0.0927142	-4.60743e-008	-0.460695	-0.0927152	-9.27143e-007	-0.460696	0.0927142
0.02628	0.0917917	-4.63518e-008	-0.464037	-0.0917927	-9.17917e-007	-0.464038	0.0917917
0.02629	0.0908783	-4.67404e-008	-0.467374	-0.0908793	-9.08784e-007	-0.467374	0.0908783
0.0263	0.089974	-4.70457e-008	-0.470703	-0.089975	-8.99741e-007	-0.470704	0.089974
0.02631	0.0890788	-4.74065e-008	-0.474026	-0.0890797	-8.90788e-007	-0.474027	0.0890788
0.02632	0.0881924	-4.76563e-008	-0.477342	-0.0881934	-8.81924e-007	-0.477343	0.0881924
0.02633	0.0873149	-4.80171e-008	-0.480651	-0.0873158	-8.73149e-007	-0.480652	0.0873149
0.02634	0.086446	-4.8378e-008	-0.483954	-0.086447	-8.64461e-007	-0.483955	0.086446
0.02635	0.0855859	-4.87388e-008	-0.487249	-0.0855868	-8.55859e-007	-0.48725	0.0855859
0.02636	0.0847343	-4.89886e-008	-0.490538	-0.0847352	-8.47343e-007	-0.490539	0.0847343
0.02637	0.0838911	-4.94049e-008	-0.49382	-0.083892	-8.38912e-007	-0.49382	0.0838911
0.02638	0.0830564	-4.96825e-008	-0.497094	-0.0830573	-8.30564e-007	-0.497095	0.0830564
0.02639	0.0822299	-4.996e-008	-0.500362	-0.0822308	-8.223e-007	-0.500363	0.0822299
0.0264	0.0814117	-5.02931e-008	-0.503622	-0.0814126	-8.14118e-007	-0.503623	0.0814117
0.02641	0.0806016	-5.06262e-008	-0.506876	-0.0806025	-8.06017e-007	-0.506877	0.0806016
0.02642	0.0797996	-5.10703e-008	-0.510122	-0.0798005	-7.97997e-007	-0.510123	0.0797996
0.02643	0.0790056	-5.14033e-008	-0.513361	-0.0790065	-7.90056e-007	-0.513362	0.0790056
0.02644	0.0782195	-5.16254e-008	-0.516592	-0.0782203	-7.82195e-007	-0.516593	0.0782195
0.02645	0.0774411	-5.20139e-008	-0.519817	-0.077442	-7.74412e-007	-0.519817	0.0774411
0.02646	0.0766706	-5.2236e-008	-0.523033	-0.0766714	-7.66706e-007	-0.523034	0.0766706
0.02647	0.0759077	-5.26246e-008	-0.526243	-0.0759085	-7.59077e-007	-0.526244	0.0759077
0.02648	0.0751524	-5.30131e-008	-0.529445	-0.0751532	-7.51524e-007	-0.529446	0.0751524
0.02649	0.0744046	-5.32352e-008	-0.532639	-0.0744054	-7.44046e-007	-0.53264	0.0744046
0.0265	0.0736642	-5.35127e-008	-0.535826	-0.073665	-7.36643e-007	-0.535827	0.0736642
0.02651	0.0729312	-5.37903e-008	-0.539005	-0.072932	-7.29313e-007	-0.539006	0.0729312
0.02652	0.0722055	-5.42344e-008	-0.542177	-0.0722063	-7.22056e-007	-0.542178	0.0722055
0.02653	0.0714871	-5.4512e-008	-0.545341	-0.0714879	-7.14871e-007	-0.545341	0.0714871
0.02654	0.0707758	-5.47895e-008	-0.548497	-0.0707765	-7.07758e-007	-0.548498	0.0707758
0.02655	0.0700715	-5.51226e-008	-0.551645	-0.0700723	-7.00716e-007	-0.551646	0.0700715
0.02656	0.0693743	-5.54556e-008	-0.554786	-0.069375	-6.93743e-007	-0.554786	0.0693743
0.02657	0.068684	-5.56777e-008	-0.557918	-0.0686847	-6.8684e-007	-0.557919	0.068684
0.02658	0.0680005	-5.60663e-008	-0.561043	-0.0680013	-6.80006e-007	-0.561044	0.0680005
0.02659	0.0673239	-5.64548e-008	-0.56416	-0.0673247	-6.7324e-007	-0.56416	0.0673239
0.0266	0.066654	-5.66214e-008	-0.567268	-0.0666548	-6.66541e-007	-0.567269	0.066654
0.02661	0.0659908	-5.701e-008	-0.570369	-0.0659915	-6.59908e-007	-0.57037	0.0659908
0.02662	0.0653342	-5.73985e-008	-0.573461	-0.0653349	-6.53342e-007	-0.573462	0.0653342
0.02663	0.0646841	-5.76761e-008	-0.576546	-0.0646848	-6.46841e-007	-0.576546	0.0646841
0.02664	0.0640404	-5.79536e-008	-0.579622	-0.0640411	-6.40405e-007	-0.579623	0.0640404
0.02665	0.0634032	-5.81202e-008	-0.58269	-0.0634039	-6.34033e-007	-0.58269	0.0634032
0.02666	0.0627723	-5.85088e-008	-0.585749	-0.062773	-6.27724e-007	-0.58575	0.0627723
0.02667	0.0621477	-5.88418e-008	-0.588801	-0.0621484	-6.21478e-007	-0.588801	0.0621477
0.02668	0.0615293	-5.91749e-008	-0.591844	-0.06153	-6.15294e-007	-0.591844	0.0615293
0.02669	0.0609171	-5.93969e-008	-0.594878	-0.0609178	-6.09171e-007	-0.594879	0.0609171
0.0267	0.0603109	-5.973e-008	-0.597904	-0.0603116	-6.0311e-007	-0.597905	0.0603109
0.02671	0.0597108	-5.9952e-008	-0.600922	-0.0597115	-5.97109e-007	-0.600923	0.0597108
0.02672	0.0591167	-6.03961e-008	-0.603931	-0.0591173	-5.91167e-007	-0.603932	0.0591167
0.02673	0.0585284	-6.07847e-008	-0.606931	-0.0585291	-5.85285e-007	-0.606932	0.0585284
0.02674	0.0579461	-6.10068e-008	-0.609923	-0.0579467	-5.79461e-007	-0.609924	0.0579461
0.02675	0.0573695	-6.12843e-008	-0.612906	-0.0573701	-5.73695e-007	-0.612907	0.0573695
0.02676	0.0567986	-6.16729e-008	-0.615881	-0.0567993	-5.67987e-007	-0.615882	0.0567986
0.02677	0.0562335	-6.19504e-008	-0.618847	-0.0562341	-5.62335e-007	-0.618847	0.0562335
0.02678	0.0556739	-6.21725e-008	-0.621804	-0.0556745	-5.5674e-007	-0.621804	0.0556739
0.02679	0.0551199	-6.23945e-008	-0.624752	-0.0551206	-5.512e-007	-0.624752	0.0551199
0.0268	0.0545715	-6.27276e-008	-0.627691	-0.0545721	-5.45715e-007	-0.627691	0.0545715
0.02681	0.0540285	-6.30607e-008	-0.630621	-0.0540291	-5.40285e-007	-0.630622	0.0540285
0.02682	0.0534909	-6.32827e-008	-0.633542	-0.0534915	-5.34909e-007	-0.633543	0.0534909
0.02683	0.0529586	-6.37268e-008	-0.636455	-0.0529592	-5.29587e-007	-0.636455	0.0529586
0.02684	0.0524317	-6.39488e-008	-0.639358	-0.0524322	-5.24317e-007	-0.639358	0.0524317
0.02685	0.05191	-6.41709e-008	-0.642252	-0.0519105	-5.191e-007	-0.642253	0.05191
0.02686	0.0513934	-6.43374e-008	-0.645137	-0.051394	-5.13935e-007	-0.645138	0.0513934
0.02687	0.050882	-6.46705e-008	-0.648013	-0.0508826	-5.08821e-007	-0.648014	0.050882
0.02688	0.0503758	-6.51146e-008	-0.65088	-0.0503763	-5.03758e-007	-0.65088	0.0503758
0.02689	0.0498745	-6.52811e-008	-0.653737	-0.049875	-4.98746e-007	-0.653738	0.0498745
0.0269	0.0493782	-6.56697e-008	-0.656585	-0.0493788	-4.93783e-007	-0.656586	0.0493782
0.02691	0.0488869	-6.59472e-008	-0.659424	-0.0488874	-4.8887e-007	-0.659425	0.0488869
0.02692	0.0484005	-6.61693e-008	-0.662253	-0.048401	-4.84005e-007	-0.662254	0.0484005
0.02693	0.0479189	-6.65024e-008	-0.665073	-0.0479194	-4.79189e-007	-0.665074	0.0479189
0.02694	0.047442	-6.67799e-008	-0.667884	-0.0474426	-4.74421e-007	-0.667885	0.047442
0.02695	0.04697	-6.70575e-008	-0.670685	-0.0469705	-4.697e-007	-0.670686	0.04697
0.02696	0.0465026	-6.7224e-008	-0.673477	-0.0465031	-4.65027e-007	-0.673477	0.0465026
0.02697	0.0460399	-6.76126e-008	-0.676259	-0.0460404	-4.604e-007	-0.676259	0.0460399
0.02698	0.0455818	-6.78901e-008	-0.679031	-0.0455823	-4.55818e-007	-0.679031	0.0455818
0.02699	0.0451282	-6.82232e-008	-0.681794	-0.0451287	-4.51283e-007	-0.681794	0.0451282
0.027	0.0446792	-6.85008e-008	-0.684547	-0.0446797	-4.46792e-007	-0.684547	0.0446792
0.02701	0.0442346	-6.87228e-008	-0.68729	-0.0442351	-4.42347e-007	-0.68729	0.0442346
0.02702	0.0437945	-6.90559e-008	-0.690023	-0.0437949	-4.37945e-007	-0.690024	0.0437945
0.02703	0.0433587	-6.92224e-008	-0.692747	-0.0433592	-4.33588e-007	-0.692748	0.0433587
0.02704	0.0429273	-6.95e-008	-0.695461	-0.0429277	-4.29273e-007	-0.695461	0.0429273
0.02705	0.0425001	-6.9722e-008	-0.698165	-0.0425006	-4.25002e-007	-0.698165	0.0425001
0.02706	0.0420772	-7.00551e-008	-0.700859	-0.0420777	-4.20773e-007	-0.700859	0.0420772
0.02707	0.0416585	-7.02771e-008	-0.703543	-0.041659	-4.16586e-007	-0.703544	0.0416585
0.02708	0.041244	-7.06102e-008	-0.706217	-0.0412445	-4.12441e-007	-0.706218	0.041244
0.02709	0.0408336	-7.09433e-008	-0.708881	-0.0408341	-4.08337e-007	-0.708882	0.0408336
0.0271	0.0404273	-7.12208e-008	-0.711535	-0.0404278	-4.04274e-007	-0.711536	0.0404273
0.02711	0.040025	-7.14429e-008	-0.714179	-0.0400255	-4.00251e-007	-0.71418	0.040025
0.02712	0.0396268	-7.15539e-008	-0.716813	-0.0396272	-3.96269e-007	-0.716813	0.0396268
0.02713	0.0392325	-7.18314e-008	-0.719436	-0.0392329	-3.92326e-007	-0.719437	0.0392325
0.02714	0.0388421	-7.2109e-008	-0.72205	-0.0388425	-3.88422e-007	-0.72205	0.0388421
0.02715	0.0384556	-7.23865e-008	-0.724653	-0.038456	-3.84557e-007	-0.724653	0.0384556
0.02716	0.038073	-7.26086e-008	-0.727245	-0.0380734	-3.8073e-007	-0.727246	0.038073
0.02717	0.0376941	-7.29417e-008	-0.729828	-0.0376945	-3.76942e-007	-0.729828	0.0376941
0.02718	0.0373191	-7.32192e-008	-0.7324	-0.0373195	-3.73191e-007	-0.7324	0.0373191
0.02719	0.0369477	-7.34413e-008	-0.734962	-0.0369481	-3.69478e-007	-0.734962	0.0369477
0.0272	0.0365801	-7.37743e-008	-0.737513	-0.0365805	-3.65802e-007	-0.737513	0.0365801
0.02721	0.0362161	-7.40519e-008	-0.740053	-0.0362165	-3.62162e-007	-0.740054	0.0362161
0.02722	0.0358557	-7.42739e-008	-0.742584	-0.0358561	-3.58558e-007	-0.742584	0.0358557
0.02723	0.035499	-7.45515e-008	-0.745103	-0.0354993	-3.5499e-007	-0.745104	0.035499
0.02724	0.0351457	-7.4829e-008	-0.747612	-0.0351461	-3.51458e-007	-0.747613	0.0351457
0.02725	0.034796	-7.50511e-008	-0.750111	-0.0347964	-3.47961e-007	-0.750111	0.034796
0.02726	0.0344498	-7.52176e-008	-0.752598	-0.0344502	-3.44499e-007	-0.752599	0.0344498
0.02727	0.034107	-7.54952e-008	-0.755076	-0.0341074	-3.41071e-007	-0.755076	0.034107
0.02728	0.0337676	-7.57172e-008	-0.757542	-0.033768	-3.37677e-007	-0.757542	0.0337676
0.02729	0.0334316	-7.59393e-008	-0.759997	-0.033432	-3.34317e-007	-0.759998	0.0334316
0.0273	0.033099	-7.62723e-008	-0.762442	-0.0330993	-3.3099e-007	-0.762443	0.033099
0.02731	0.0327696	-7.64389e-008	-0.764876	-0.03277	-3.27697e-007	-0.764876	0.0327696
0.02732	0.0324435	-7.66609e-008	-0.767299	-0.0324439	-3.24436e-007	-0.767299	0.0324435
0.02733	0.0321207	-7.6994e-008	-0.769711	-0.0321211	-3.21208e-007	-0.769712	0.0321207
0.02734	0.0318011	-7.71605e-008	-0.772113	-0.0318015	-3.18012e-007	-0.772113	0.0318011
0.02735	0.0314847	-7.75491e-008	-0.774503	-0.031485	-3.14848e-007	-0.774503	0.0314847
0.02736	0.0311714	-7.76046e-008	-0.776882	-0.0311717	-3.11715e-007	-0.776882	0.0311714
0.02737	0.0308612	-7.79377e-008	-0.77925	-0.0308616	-3.08613e-007	-0.77925	0.0308612
0.02738	0.0305541	-7.81042e-008	-0.781607	-0.0305545	-3.05542e-007	-0.781608	0.0305541
0.02739	0.0302501	-7.84373e-008	-0.783953	-0.0302505	-3.02502e-007	-0.783954	0.0302501
0.0274	0.0299491	-7.86038e-008	-0.786288	-0.0299494	-2.99492e-007	-0.786288	0.0299491
0.02741	0.0296511	-7.88813e-008	-0.788612	-0.0296514	-2.96512e-007	-0.788612	0.0296511
0.02742	0.0293561	-7.90479e-008	-0.790924	-0.0293564	-2.93562e-007	-0.790925	0.0293561
0.02743	0.029064	-7.92699e-008	-0.793226	-0.0290643	-2.90641e-007	-0.793226	0.029064
0.02744	0.0287748	-7.9492e-008	-0.795515	-0.0287751	-2.87749e-007	-0.795516	0.0287748
0.02745	0.0284885	-7.9714e-008	-0.797794	-0.0284888	-2.84885e-007	-0.797794	0.0284885
0.02746	0.028205	-8.00471e-008	-0.800061	-0.0282053	-2.82051e-007	-0.800062	0.028205
0.02747	0.0279243	-8.02136e-008	-0.802317	-0.0279246	-2.79244e-007	-0.802318	0.0279243
0.02748	0.0276465	-8.04912e-008	-0.804562	-0.0276468	-2.76466e-007	-0.804562	0.0276465
0.02749	0.0273714	-8.06022e-008	-0.806795	-0.0273717	-2.73715e-007	-0.806795	0.0273714
0.0275	0.027099	-8.08797e-008	-0.809017	-0.0270993	-2.70991e-007	-0.809017	0.027099
0.02751	0.0268294	-8.10463e-008	-0.811227	-0.0268297	-2.68295e-007	-0.811227	0.0268294
0.02752	0.0265624	-8.12683e-008	-0.813425	-0.0265627	-2.65625e-007	-0.813426	0.0265624
0.02753	0.0262981	-8.16014e-008	-0.815613	-0.0262984	-2.62982e-007	-0.815613	0.0262981
0.02754	0.0260364	-8.17679e-008	-0.817788	-0.0260367	-2.60365e-007	-0.817788	0.0260364
0.02755	0.0257774	-8.19345e-008	-0.819952	-0.0257777	-2.57775e-007	-0.819952	0.0257774
0.02756	0.0255209	-8.2212e-008	-0.822104	-0.0255212	-2.5521e-007	-0.822104	0.0255209
0.02757	0.0252669	-8.23785e-008	-0.824245	-0.0252672	-2.5267e-007	-0.824245	0.0252669
0.02758	0.0250155	-8.27116e-008	-0.826373	-0.0250158	-2.50156e-007	-0.826374	0.0250155
0.02759	0.0247666	-8.28226e-008	-0.82849	-0.0247669	-2.47667e-007	-0.828491	0.0247666
0.0276	0.0245202	-8.31002e-008	-0.830596	-0.0245204	-2.45203e-007	-0.830596	0.0245202
0.02761	0.0242762	-8.31557e-008	-0.832689	-0.0242765	-2.42763e-007	-0.832689	0.0242762
0.02762	0.0240346	-8.35443e-008	-0.834771	-0.0240349	-2.40347e-007	-0.834771	0.0240346
0.02763	0.0237955	-8.37108e-008	-0.836841	-0.0237957	-2.37956e-007	-0.836841	0.0237955
0.02764	0.0235587	-8.39329e-008	-0.838898	-0.023559	-2.35588e-007	-0.838899	0.0235587
0.02765	0.0233243	-8.41549e-008	-0.840944	-0.0233245	-2.33244e-007	-0.840945	0.0233243
0.02766	0.0230922	-8.41549e-008	-0.842978	-0.0230925	-2.30923e-007	-0.842979	0.0230922
0.02767	0.0228624	-8.4488e-008	-0.845	-0.0228627	-2.28625e-007	-0.845001	0.0228624
0.02768	0.0226349	-8.46545e-008	-0.84701	-0.0226352	-2.2635e-007	-0.847011	0.0226349
0.02769	0.0224097	-8.49876e-008	-0.849008	-0.02241	-2.24098e-007	-0.849009	0.0224097
0.0277	0.0221867	-8.50986e-008	-0.850994	-0.022187	-2.21868e-007	-0.850994	0.0221867
0.02771	0.021966	-8.52096e-008	-0.852968	-0.0219662	-2.1966e-007	-0.852968	0.021966
0.02772	0.0217474	-8.54317e-008	-0.85493	-0.0217476	-2.17475e-007	-0.85493	0.0217474
0.02773	0.021531	-8.57092e-008	-0.856879	-0.0215312	-2.15311e-007	-0.85688	0.021531
0.02774	0.0213168	-8.58758e-008	-0.858817	-0.021317	-2.13168e-007	-0.858817	0.0213168
0.02775	0.0211046	-8.59868e-008	-0.860742	-0.0211049	-2.11047e-007	-0.860742	0.0211046
0.02776	0.0208946	-8.63198e-008	-0.862655	-0.0208949	-2.08947e-007	-0.862655	0.0208946
0.02777	0.0206867	-8.64309e-008	-0.864555	-0.020687	-2.06868e-007	-0.864556	0.0206867
0.02778	0.0204809	-8.67084e-008	-0.866444	-0.0204811	-2.0481e-007	-0.866444	0.0204809
0.02779	0.0202771	-8.68194e-008	-0.86832	-0.0202773	-2.02772e-007	-0.86832	0.0202771
0.0278	0.0200753	-8.6986e-008	-0.870184	-0.0200756	-2.00754e-007	-0.870184	0.0200753
0.02781	0.0198756	-8.70415e-008	-0.872035	-0.0198758	-1.98757e-007	-0.872035	0.0198756
0.02782	0.0196778	-8.74301e-008	-0.873874	-0.019678	-1.96779e-007	-0.873874	0.0196778
0.02783	0.019482	-8.75411e-008	-0.8757	-0.0194822	-1.94821e-007	-0.875701	0.019482
0.02784	0.0192882	-8.77631e-008	-0.877514	-0.0192884	-1.92882e-007	-0.877515	0.0192882
0.02785	0.0190962	-8.79297e-008	-0.879316	-0.0190964	-1.90963e-007	-0.879316	0.0190962
0.02786	0.0189062	-8.82072e-008	-0.881105	-0.0189064	-1.89063e-007	-0.881105	0.0189062
0.02787	0.0187181	-8.82627e-008	-0.882882	-0.0187183	-1.87182e-007	-0.882882	0.0187181
0.02788	0.0185318	-8.83738e-008	-0.884646	-0.018532	-1.85319e-007	-0.884646	0.0185318
0.02789	0.0183474	-8.86513e-008	-0.886397	-0.0183476	-1.83475e-007	-0.886398	0.0183474
0.0279	0.0181649	-8.88178e-008	-0.888136	-0.0181651	-1.8165e-007	-0.888136	0.0181649
0.02791	0.0179841	-8.89289e-008	-0.889863	-0.0179843	-1.79842e-007	-0.889863	0.0179841
0.02792	0.0178052	-8.90399e-008	-0.891576	-0.0178054	-1.78053e-007	-0.891576	0.0178052
0.02793	0.017628	-8.93174e-008	-0.893277	-0.0176282	-1.76281e-007	-0.893277	0.017628
0.02794	0.0174526	-8.9484e-008	-0.894965	-0.0174528	-1.74527e-007	-0.894966	0.0174526
0.02795	0.017279	-8.96505e-008	-0.896641	-0.0172791	-1.7279e-007	-0.896641	0.017279
0.02796	0.017107	-8.98726e-008	-0.898304	-0.0171072	-1.71071e-007	-0.898304	0.017107
0.02797	0.0169368	-8.99836e-008	-0.899954	-0.016937	-1.69369e-007	-0.899954	0.0169368
0.02798	0.0167683	-9.00946e-008	-0.901591	-0.0167685	-1.67684e-007	-0.901591	0.0167683
0.02799	0.0166014	-9.03166e-008	-0.903215	-0.0166016	-1.66015e-007	-0.903215	0.0166014
0.028	0.0164362	-9.04277e-008	-0.904827	-0.0164364	-1.64363e-007	-0.904827	0.0164362
0.02801	0.0162727	-9.05942e-008	-0.906426	-0.0162729	-1.62728e-007	-0.906426	0.0162727
0.02802	0.0161108	-9.08162e-008	-0.908011	-0.0161109	-1.61109e-007	-0.908012	0.0161108
0.02803	0.0159505	-9.08162e-008	-0.909584	-0.0159506	-1.59506e-007	-0.909585	0.0159505
0.02804	0.0157917	-9.11493e-008	-0.911144	-0.0157919	-1.57918e-007	-0.911145	0.0157917
0.02805	0.0156346	-9.12048e-008	-0.912691	-0.0156348	-1.56347e-007	-0.912692	0.0156346
0.02806	0.015479	-9.13158e-008	-0.914226	-0.0154792	-1.54791e-007	-0.914226	0.015479
0.02807	0.015325	-9.17044e-008	-0.915747	-0.0153252	-1.53251e-007	-0.915747	0.015325
0.02808	0.0151725	-9.17044e-008	-0.917255	-0.0151727	-1.51726e-007	-0.917255	0.0151725
0.02809	0.0150216	-9.17044e-008	-0.91875	-0.0150217	-1.50217e-007	-0.91875	0.0150216
0.0281	0.0148721	-9.1982e-008	-0.920232	-0.0148723	-1.48722e-007	-0.920232	0.0148721
0.02811	0.0147241	-9.2204e-008	-0.921701	-0.0147243	-1.47242e-007	-0.921701	0.0147241
0.02812	0.0145776	-9.23706e-008	-0.923156	-0.0145778	-1.45777e-007	-0.923157	0.0145776
0.02813	0.0144325	-9.25371e-008	-0.924599	-0.0144327	-1.44326e-007	-0.924599	0.0144325
0.02814	0.0142889	-9.25926e-008	-0.926029	-0.0142891	-1.4289e-007	-0.926029	0.0142889
0.02815	0.0141468	-9.28146e-008	-0.927445	-0.0141469	-1.41468e-007	-0.927445	0.0141468
0.02816	0.014006	-9.28702e-008	-0.928848	-0.0140061	-1.40061e-007	-0.928848	0.014006
0.02817	0.0138666	-9.30922e-008	-0.930238	-0.0138668	-1.38667e-007	-0.930238	0.0138666
0.02818	0.0137286	-9.32032e-008	-0.931615	-0.0137288	-1.37287e-007	-0.931615	0.0137286
0.02819	0.013592	-9.33142e-008	-0.932979	-0.0135922	-1.35921e-007	-0.932979	0.013592
0.0282	0.0134568	-9.34253e-008	-0.934329	-0.0134569	-1.34569e-007	-0.934329	0.0134568
0.02821	0.0133229	-9.36473e-008	-0.935666	-0.013323	-1.3323e-007	-0.935666	0.0133229
0.02822	0.0131903	-9.35918e-008	-0.93699	-0.0131905	-1.31904e-007	-0.93699	0.0131903
0.02823	0.0130591	-9.38138e-008	-0.9383	-0.0130592	-1.30592e-007	-0.9383	0.0130591
0.02824	0.0129291	-9.39249e-008	-0.939597	-0.0129293	-1.29292e-007	-0.939597	0.0129291
0.02825	0.0128005	-9.41469e-008	-0.940881	-0.0128006	-1.28006e-007	-0.940881	0.0128005
0.02826	0.0126731	-9.42579e-008	-0.942151	-0.0126733	-1.26732e-007	-0.942151	0.0126731
0.02827	0.012547	-9.4369e-008	-0.943408	-0.0125472	-1.25471e-007	-0.943408	0.012547
0.02828	0.0124222	-9.448e-008	-0.944651	-0.0124223	-1.24223e-007	-0.944652	0.0124222
0.02829	0.0122986	-9.45355e-008	-0.945882	-0.0122987	-1.22987e-007	-0.945882	0.0122986
0.0283	0.0121762	-9.47575e-008	-0.947098	-0.0121763	-1.21763e-007	-0.947098	0.0121762
0.02831	0.012055	-9.4702e-008	-0.948301	-0.0120552	-1.20551e-007	-0.948302	0.012055
0.02832	0.0119351	-9.49241e-008	-0.949491	-0.0119352	-1.19352e-007	-0.949491	0.0119351
0.02833	0.0118163	-9.50351e-008	-0.950667	-0.0118165	-1.18164e-007	-0.950667	0.0118163
0.02834	0.0116987	-9.52571e-008	-0.95183	-0.0116989	-1.16988e-007	-0.95183	0.0116987
0.02835	0.0115823	-9.53126e-008	-0.952979	-0.0115825	-1.15824e-007	-0.952979	0.0115823
0.02836	0.0114671	-9.53126e-008	-0.954115	-0.0114672	-1.14672e-007	-0.954115	0.0114671
0.02837	0.011353	-9.54237e-008	-0.955237	-0.0113531	-1.13531e-007	-0.955237	0.011353
0.02838	0.01124	-9.55347e-008	-0.956345	-0.0112401	-1.12401e-007	-0.956346	0.01124
0.02839	0.0111282	-9.56457e-008	-0.95744	-0.0111283	-1.11283e-007	-0.95744	0.0111282
0.0284	0.0110175	-9.58678e-008	-0.958522	-0.0110176	-1.10175e-007	-0.958522	0.0110175
0.02841	0.0109078	-9.58678e-008	-0.959589	-0.0109079	-1.09079e-007	-0.959589	0.0109078
0.02842	0.0107993	-9.60343e-008	-0.960643	-0.0107994	-1.07994e-007	-0.960644	0.0107993
0.02843	0.0106918	-9.60898e-008	-0.961684	-0.0106919	-1.06919e-007	-0.961684	0.0106918
0.02844	0.0105854	-9.63118e-008	-0.962711	-0.0105856	-1.05855e-007	-0.962711	0.0105854
0.02845	0.0104801	-9.63118e-008	-0.963724	-0.0104802	-1.04802e-007	-0.963724	0.0104801
0.02846	0.0103758	-9.63674e-008	-0.964723	-0.0103759	-1.03759e-007	-0.964723	0.0103758
0.02847	0.0102726	-9.65894e-008	-0.965709	-0.0102727	-1.02727e-007	-0.965709	0.0102726
0.02848	0.0101704	-9.65894e-008	-0.96668	-0.0101705	-1.01705e-007	-0.966681	0.0101704
0.02849	0.0100692	-9.67559e-008	-0.967639	-0.0100693	-1.00693e-007	-0.967639	0.0100692
0.0285	0.00996898	-9.6867e-008	-0.968583	-0.00996909	-9.96908e-008	-0.968583	0.00996898
0.02851	0.00986979	-9.6978e-008	-0.969514	-0.0098699	-9.86989e-008	-0.969514	0.00986979
0.02852	0.00977158	-9.6978e-008	-0.970431	-0.00977169	-9.77168e-008	-0.970431	0.00977158
0.02853	0.00967435	-9.7089e-008	-0.971334	-0.00967446	-9.67445e-008	-0.971334	0.00967435
0.02854	0.00957809	-9.72555e-008	-0.972223	-0.00957819	-9.57818e-008	-0.972223	0.00957809
0.02855	0.00948278	-9.72555e-008	-0.973098	-0.00948289	-9.48288e-008	-0.973099	0.00948278
0.02856	0.00938842	-9.74221e-008	-0.97396	-0.00938853	-9.38852e-008	-0.97396	0.00938842
0.02857	0.00929501	-9.75331e-008	-0.974808	-0.00929511	-9.2951e-008	-0.974808	0.00929501
0.02858	0.00920252	-9.75886e-008	-0.975642	-0.00920262	-9.20261e-008	-0.975642	0.00920252
0.02859	0.00911095	-9.77551e-008	-0.976462	-0.00911105	-9.11105e-008	-0.976462	0.00911095
0.0286	0.00902029	-9.76996e-008	-0.977268	-0.00902039	-9.02039e-008	-0.977268	0.00902029
0.02861	0.00893054	-9.77551e-008	-0.97806	-0.00893063	-8.93063e-008	-0.97806	0.00893054
0.02862	0.00884167	-9.78662e-008	-0.978839	-0.00884177	-8.84177e-008	-0.978839	0.00884167
0.02863	0.0087537	-9.79772e-008	-0.979603	-0.00875379	-8.75379e-008	-0.979603	0.0087537
0.02864	0.00866659	-9.79772e-008	-0.980354	-0.00866669	-8.66669e-008	-0.980354	0.00866659
0.02865	0.00858036	-9.80882e-008	-0.98109	-0.00858045	-8.58046e-008	-0.981091	0.00858036
0.02866	0.00849498	-9.80882e-008	-0.981813	-0.00849507	-8.49508e-008	-0.981813	0.00849498
0.02867	0.00841045	-9.82547e-008	-0.982522	-0.00841055	-8.41055e-008	-0.982522	0.00841045
0.02868	0.00832677	-9.84213e-008	-0.983217	-0.00832686	-8.32686e-008	-0.983217	0.00832677
0.02869	0.00824391	-9.83102e-008	-0.983897	-0.008244	-8.24401e-008	-0.983898	0.00824391
0.0287	0.00816188	-9.83658e-008	-0.984564	-0.00816197	-8.16198e-008	-0.984564	0.00816188
0.02871	0.00808067	-9.85323e-008	-0.985217	-0.00808076	-8.08077e-008	-0.985217	0.00808067
0.02872	0.00800026	-9.85878e-008	-0.985856	-0.00800035	-8.00036e-008	-0.985856	0.00800026
0.02873	0.00792066	-9.85323e-008	-0.986481	-0.00792074	-7.92076e-008	-0.986481	0.00792066
0.02874	0.00784184	-9.86988e-008	-0.987092	-0.00784193	-7.84194e-008	-0.987092	0.00784184
0.02875	0.00776381	-9.87543e-008	-0.987688	-0.0077639	-7.76391e-008	-0.987688	0.00776381
0.02876	0.00768656	-9.87543e-008	-0.988271	-0.00768665	-7.68666e-008	-0.988271	0.00768656
0.02877	0.00761008	-9.88654e-008	-0.98884	-0.00761016	-7.61018e-008	-0.98884	0.00761008
0.02878	0.00753435	-9.88654e-008	-0.989394	-0.00753444	-7.53445e-008	-0.989394	0.00753435
0.02879	0.00745939	-9.89209e-008	-0.989935	-0.00745947	-7.45948e-008	-0.989935	0.00745939
0.0288	0.00738516	-9.90319e-008	-0.990461	-0.00738524	-7.38526e-008	-0.990461	0.00738516
0.02881	0.00731168	-9.90874e-008	-0.990974	-0.00731176	-7.31178e-008	-0.990974	0.00731168
0.02882	0.00723892	-9.90874e-008	-0.991472	-0.007239	-7.23902e-008	-0.991472	0.00723892
